timeframe,group,segment,year,category,metric,value,state
full-year,hunt,all,2009,all,participants,195557,SC
full-year,hunt,all,2010,all,participants,206059,SC
full-year,hunt,all,2011,all,participants,210994,SC
full-year,hunt,all,2012,all,participants,205261,SC
full-year,hunt,all,2013,all,participants,212412,SC
full-year,hunt,all,2014,all,participants,209335,SC
full-year,hunt,all,2015,all,participants,207604,SC
full-year,hunt,all,2016,all,participants,200581,SC
full-year,hunt,all,2017,all,participants,198611,SC
full-year,hunt,all,2018,all,participants,194206,SC
full-year,hunt,residency,2009,resident,participants,173452,SC
full-year,hunt,residency,2010,resident,participants,184225,SC
full-year,hunt,residency,2011,resident,participants,189029,SC
full-year,hunt,residency,2012,resident,participants,184084,SC
full-year,hunt,residency,2013,resident,participants,190692,SC
full-year,hunt,residency,2014,resident,participants,186310,SC
full-year,hunt,residency,2015,resident,participants,184715,SC
full-year,hunt,residency,2016,resident,participants,178467,SC
full-year,hunt,residency,2017,resident,participants,176895,SC
full-year,hunt,residency,2018,resident,participants,172472,SC
full-year,hunt,residency,2009,nonresident,participants,22105,SC
full-year,hunt,residency,2010,nonresident,participants,21834,SC
full-year,hunt,residency,2011,nonresident,participants,21965,SC
full-year,hunt,residency,2012,nonresident,participants,21177,SC
full-year,hunt,residency,2013,nonresident,participants,21720,SC
full-year,hunt,residency,2014,nonresident,participants,23025,SC
full-year,hunt,residency,2015,nonresident,participants,22889,SC
full-year,hunt,residency,2016,nonresident,participants,22114,SC
full-year,hunt,residency,2017,nonresident,participants,21716,SC
full-year,hunt,residency,2018,nonresident,participants,21734,SC
full-year,hunt,gender,2009,male,participants,181023,SC
full-year,hunt,gender,2010,male,participants,188894,SC
full-year,hunt,gender,2011,male,participants,191404,SC
full-year,hunt,gender,2012,male,participants,185642,SC
full-year,hunt,gender,2013,male,participants,191303,SC
full-year,hunt,gender,2014,male,participants,188288,SC
full-year,hunt,gender,2015,male,participants,185911,SC
full-year,hunt,gender,2016,male,participants,179522,SC
full-year,hunt,gender,2017,male,participants,176662,SC
full-year,hunt,gender,2018,male,participants,172852,SC
full-year,hunt,gender,2009,female,participants,14534,SC
full-year,hunt,gender,2010,female,participants,17165,SC
full-year,hunt,gender,2011,female,participants,19590,SC
full-year,hunt,gender,2012,female,participants,19619,SC
full-year,hunt,gender,2013,female,participants,21109,SC
full-year,hunt,gender,2014,female,participants,21047,SC
full-year,hunt,gender,2015,female,participants,21693,SC
